trajectory_id,grid_id,grid_key,grid_size,density,reasoning_effort,transform_type,trajectory_category,start_to_coin_distance,coin_to_goal_distance,start_to_goal_via_coin_distance,start_to_goal_distance,coin_detour_distance,coin_reachable_from_start,goal_reachable_from_start,goal_reachable_from_coin,reached_goal,coin_collected,coin_collection_step,trajectory_length,spl,action_accuracy,action_accuracy_phase1,action_accuracy_phase2,num_actions_up,num_actions_down,num_actions_left,num_actions_right,num_steps_front,num_steps_left_turn,num_steps_right_turn,num_steps_back,num_cell_revisits,num_immediate_revisits,num_coin_oscillations,num_invalid_actions,invalid_action_rate,preferred_quadrant,quadrant_entropy,quadrant_count_ul,quadrant_count_ur,quadrant_count_dl,quadrant_count_dr,quadrant_count_midline,quadrant_fraction_ul,quadrant_fraction_ur,quadrant_fraction_dl,quadrant_fraction_dr,quadrant_fraction_midline,preferred_corner,corner_fraction_ul,corner_fraction_ur,corner_fraction_dl,corner_fraction_dr,max_corner_dwell_run,start_quadrant,terminal_quadrant,coin_quadrant,preferred_quadrant_contains_start,preferred_quadrant_contains_coin,preferred_corner_contains_start,preferred_corner_contains_goal,preferred_corner_contains_coin
2,3,size11_comp0.0_grid3_base_medium,11,0.0,medium,base,base,10,3,13,9,2,1,1,1,1,1,11,15,0.8666666666666667,0.9333333333333333,0.9166666666666666,1.0,7,0,5,3,7,3,4,0,0,0,0,0,0.0,DR,1.4591479170272448,2,4,0,6,3,0.16666666666666666,0.3333333333333333,0.0,0.5,0.2,DR,0.0,0.0,0.0,0.13333333333333333,2,dr,ur,midline,1,0,0,0,0
3,3,size11_comp0.0_grid3_base_medium,11,0.0,medium,base,base,10,3,13,9,2,1,1,1,1,0,-1,9,0.0,0.8888888888888888,0.8888888888888888,0.0,7,0,2,0,6,1,1,0,0,0,0,0,0.0,DR,0.9182958340544896,0,2,0,4,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,DR,0.0,0.0,0.0,0.2222222222222222,2,dr,ur,midline,1,0,0,0,0
4,3,size11_comp0.0_grid3_base_medium,11,0.0,medium,base,base,10,3,13,9,2,1,1,1,1,1,9,13,1.0,1.0,1.0,1.0,7,0,4,2,9,1,2,0,0,0,0,0,0.0,UR,0.9709505944546686,0,6,0,4,3,0.0,0.6,0.0,0.4,0.23076923076923078,DR,0.0,0.0,0.0,0.15384615384615385,2,dr,ur,midline,0,0,0,0,0
5,3,size11_comp0.0_grid3_base_medium,11,0.0,medium,base,base,10,3,13,9,2,1,1,1,1,1,9,13,1.0,1.0,1.0,1.0,7,0,4,2,7,2,3,0,0,0,0,0,0.0,UR,0.9709505944546686,0,6,0,4,3,0.0,0.6,0.0,0.4,0.23076923076923078,DR,0.0,0.0,0.0,0.15384615384615385,2,dr,ur,midline,0,0,0,0,0
6,3,size11_comp0.0_grid3_base_medium,11,0.0,medium,base,base,10,3,13,9,2,1,1,1,1,0,-1,11,0.0,0.8181818181818182,0.8181818181818182,0.0,8,1,2,0,6,3,1,0,0,0,0,0,0.0,UR,0.9709505944546686,0,6,0,4,1,0.0,0.6,0.0,0.4,0.09090909090909091,UR,0.0,0.2727272727272727,0.0,0.18181818181818182,3,dr,ur,midline,0,0,0,0,0
7,3,size11_comp0.0_grid3_base_medium,11,0.0,medium,base,base,10,3,13,9,2,1,1,1,1,1,9,15,0.8666666666666667,0.9333333333333333,1.0,0.8,7,0,5,3,5,3,4,2,2,2,2,0,0.0,UR,0.9940302114769565,0,6,0,5,4,0.0,0.5454545454545454,0.0,0.45454545454545453,0.26666666666666666,DR,0.0,0.0,0.0,0.13333333333333333,2,dr,ur,midline,0,0,0,0,0
8,3,size11_comp0.0_grid3_base_medium,11,0.0,medium,base,base,10,3,13,9,2,1,1,1,1,1,11,15,0.8666666666666667,0.9333333333333333,0.9166666666666666,1.0,8,1,4,2,4,3,6,1,2,1,0,0,0.0,UR,0.9940302114769565,0,6,0,5,4,0.0,0.5454545454545454,0.0,0.45454545454545453,0.26666666666666666,DR,0.0,0.0,0.0,0.13333333333333333,2,dr,ur,midline,0,0,0,0,0
9,3,size11_comp0.0_grid3_base_medium,11,0.0,medium,base,base,10,3,13,9,2,1,1,1,1,1,11,15,0.8666666666666667,0.9333333333333333,0.9166666666666666,1.0,7,0,5,3,4,4,3,3,3,3,1,0,0.0,UR,0.9957274520849255,0,7,0,6,2,0.0,0.5384615384615384,0.0,0.46153846153846156,0.13333333333333333,DR,0.0,0.0,0.0,0.2,3,dr,ur,midline,0,0,0,0,0
0,4,size11_comp0.0_grid4_base_medium,11,0.0,medium,base,base,11,3,14,12,1,1,1,1,1,1,16,20,0.7,0.85,0.8235294117647058,1.0,4,8,8,0,5,4,7,3,3,3,0,0,0.0,UR,1.0,0,6,6,0,8,0.0,0.5,0.5,0.0,0.4,DL,0.0,0.0,0.1,0.0,2,ur,dl,dl,1,0,0,0,0
1,4,size11_comp0.0_grid4_base_medium,11,0.0,medium,base,base,11,3,14,12,1,1,1,1,1,1,12,20,0.7,0.85,0.9230769230769231,0.7142857142857143,4,8,8,0,7,3,7,2,2,2,0,0,0.0,DL,1.4926140680171258,0,3,7,4,6,0.0,0.21428571428571427,0.5,0.2857142857142857,0.3,,0.0,0.0,0.0,0.0,0,ur,dl,dl,0,1,0,0,0
2,4,size11_comp0.0_grid4_base_medium,11,0.0,medium,base,base,11,3,14,12,1,1,1,1,1,1,14,18,0.7777777777777778,0.8888888888888888,0.8666666666666667,1.0,2,6,9,1,5,7,4,1,1,1,0,0,0.0,UR,0.9940302114769565,0,6,5,0,7,0.0,0.5454545454545454,0.45454545454545453,0.0,0.3888888888888889,UR,0.0,0.1111111111111111,0.05555555555555555,0.0,2,ur,dl,dl,1,0,0,0,0
3,4,size11_comp0.0_grid4_base_medium,11,0.0,medium,base,base,11,3,14,12,1,1,1,1,1,1,24,28,0.5,0.75,0.72,1.0,5,9,11,3,3,8,12,4,9,4,0,0,0.0,UR,1.4955380299191112,0,9,4,5,10,0.0,0.5,0.2222222222222222,0.2777777777777778,0.35714285714285715,,0.0,0.0,0.0,0.0,0,ur,dl,dl,1,0,0,0,0
